ALID,ALCD,ALED,ALTX,CEIDSet,CEIDClear,AlarmLevel,AGVAlarmCode
602975,2,80,,1602975,2602975,0,201817
602976,2,80,,1602976,2602976,0,201818
602977,2,80,,1602977,2602977,0,201819
602978,2,80,,1602978,2602978,0,201820
602979,2,80,,1602979,2602979,0,201821
602980,2,80,,1602980,2602980,0,201822
602981,2,80,,1602981,2602981,0,201823
602982,2,80,,1602982,2602982,0,201824
602983,2,80,,1602983,2602983,0,201825
602984,2,80,,1602984,2602984,0,201826
602985,2,80,,1602985,2602985,0,201827
602986,2,80,,1602986,2602986,0,201828
602987,2,80,,1602987,2602987,0,201829
602988,2,80,,1602988,2602988,0,201830
602989,2,80,,1602989,2602989,0,201831
602990,2,80,,1602990,2602990,0,201832
602991,2,80,,1602991,2602991,0,201833
602992,2,80,,1602992,2602992,0,201834
602993,2,80,,1602993,2602993,0,201835
602994,2,80,,1602994,2602994,0,201836
602995,2,80,,1602995,2602995,0,201837
602996,2,80,,1602996,2602996,0,201838
602997,2,80,,1602997,2602997,0,201839
602998,2,80,,1602998,2602998,0,201840
602999,2,80,,1602999,2602999,0,201841
603000,2,80,,1603000,2603000,0,201842
603001,2,80,,1603001,2603001,0,201843
603002,2,80,,1603002,2603002,0,201844
603003,2,80,,1603003,2603003,0,201845
603004,2,80,,1603004,2603004,0,201846
603005,2,80,,1603005,2603005,0,201847
603006,2,80,,1603006,2603006,0,201848
603007,2,80,,1603007,2603007,0,201849
603008,2,80,,1603008,2603008,0,201850
603009,2,80,,1603009,2603009,0,201851
603010,2,80,,1603010,2603010,0,201852
603011,2,80,,1603011,2603011,0,201853
603012,2,80,,1603012,2603012,0,201854
603013,2,80,,1603013,2603013,0,201855
603014,2,80,,1603014,2603014,0,201856
603015,2,80,,1603015,2603015,0,201857
603016,2,80,,1603016,2603016,0,201858
603017,2,80,,1603017,2603017,0,201859
603018,2,80,,1603018,2603018,0,201860
603019,2,80,,1603019,2603019,0,201861
603020,2,80,,1603020,2603020,0,201862
603021,2,80,,1603021,2603021,0,201863
603022,2,80,,1603022,2603022,0,201864
603023,2,80,,1603023,2603023,0,201865
603024,2,80,,1603024,2603024,0,201866
603025,2,80,,1603025,2603025,0,201867
603026,2,80,,1603026,2603026,0,201868
603027,2,80,,1603027,2603027,0,201869
603028,2,80,,1603028,2603028,0,201870
603029,2,80,,1603029,2603029,0,201871
603030,2,80,,1603030,2603030,0,201872
603031,2,80,,1603031,2603031,0,201873
603032,2,80,,1603032,2603032,0,201874
603033,2,80,,1603033,2603033,0,201875
603034,2,80,,1603034,2603034,0,201876
603035,2,80,,1603035,2603035,0,201877
603036,2,80,,1603036,2603036,0,201878
603037,2,80,,1603037,2603037,0,201879
603038,2,80,,1603038,2603038,0,201880
603039,2,80,,1603039,2603039,0,201881
603040,2,80,,1603040,2603040,0,201882
603041,2,80,,1603041,2603041,0,201883
603042,2,80,,1603042,2603042,0,201884
603043,2,80,,1603043,2603043,0,201885
603044,2,80,,1603044,2603044,0,201886
603045,2,80,,1603045,2603045,0,201887
603046,2,80,,1603046,2603046,0,201888
603047,2,80,,1603047,2603047,0,201889
603048,2,80,,1603048,2603048,0,201890
603049,2,80,,1603049,2603049,0,201891
603050,2,80,,1603050,2603050,0,201892
603051,2,80,,1603051,2603051,0,201893
603052,2,80,,1603052,2603052,0,201894
603053,2,80,,1603053,2603053,0,201895
603054,2,80,,1603054,2603054,0,201896
603055,2,80,,1603055,2603055,0,201897
603056,2,80,,1603056,2603056,0,201898
603057,2,80,,1603057,2603057,0,201899
603058,2,80,,1603058,2603058,0,201900
603059,2,80,,1603059,2603059,0,201901
603060,2,80,,1603060,2603060,0,201902
603061,2,80,,1603061,2603061,0,201903
603062,2,80,,1603062,2603062,0,201904
603063,2,80,,1603063,2603063,0,201905
603064,2,80,,1603064,2603064,0,201906
603065,2,80,,1603065,2603065,0,201907
603066,2,80,,1603066,2603066,0,201908
603067,2,80,,1603067,2603067,0,201909
603068,2,80,,1603068,2603068,0,201910
603069,2,80,,1603069,2603069,0,201911
603070,2,80,,1603070,2603070,0,201912
603071,2,80,,1603071,2603071,0,201913
603072,2,80,,1603072,2603072,0,201914
603073,2,80,,1603073,2603073,0,201915
603074,2,80,,1603074,2603074,0,201916
603075,2,80,,1603075,2603075,0,201917
603076,2,80,,1603076,2603076,0,201918
603077,2,80,,1603077,2603077,0,201919
603078,2,80,,1603078,2603078,0,201920
603079,2,80,,1603079,2603079,0,201921
603080,2,80,,1603080,2603080,0,201922
603081,2,80,,1603081,2603081,0,201923
603082,2,80,,1603082,2603082,0,201924
603083,2,80,,1603083,2603083,0,201925
603084,2,80,,1603084,2603084,0,201926
603085,2,80,,1603085,2603085,0,201927
603086,2,80,,1603086,2603086,0,201928
603087,2,80,,1603087,2603087,0,201929
603088,2,80,,1603088,2603088,0,201930
603089,2,80,,1603089,2603089,0,201931
603090,2,80,,1603090,2603090,0,201932
603091,2,80,,1603091,2603091,0,201933
603092,2,80,,1603092,2603092,0,201934
603093,2,80,,1603093,2603093,0,201935
603094,2,80,,1603094,2603094,0,201936
603095,2,80,,1603095,2603095,0,201937
603096,2,80,,1603096,2603096,0,201938
603097,2,80,,1603097,2603097,0,201939
603098,2,80,,1603098,2603098,0,201940
603099,2,80,,1603099,2603099,0,201941
603100,2,80,,1603100,2603100,0,201942
603101,2,80,,1603101,2603101,0,201943
603102,2,80,,1603102,2603102,0,201944
603103,2,80,,1603103,2603103,0,201945
603104,2,80,,1603104,2603104,0,201946
603105,2,80,,1603105,2603105,0,201947
603106,2,80,,1603106,2603106,0,201948
603107,2,80,,1603107,2603107,0,201949
603108,2,80,,1603108,2603108,0,201950
603109,2,80,,1603109,2603109,0,201951
603110,2,80,,1603110,2603110,0,201952
603111,2,80,,1603111,2603111,0,201953
603112,2,80,,1603112,2603112,0,201954
603113,2,80,,1603113,2603113,0,201955
603114,2,80,,1603114,2603114,0,201956
603115,2,80,,1603115,2603115,0,201957
603116,2,80,,1603116,2603116,0,201958
603117,2,80,,1603117,2603117,0,201959
603118,2,80,,1603118,2603118,0,201960
603119,2,80,,1603119,2603119,0,201961
603120,2,80,,1603120,2603120,0,201962
603121,2,80,,1603121,2603121,0,201963
603122,2,80,,1603122,2603122,0,201964
603123,2,80,,1603123,2603123,0,201965
603124,2,80,,1603124,2603124,0,201966
603125,2,80,,1603125,2603125,0,201967
603126,2,80,,1603126,2603126,0,201968
603127,2,80,,1603127,2603127,0,201969
603128,2,80,,1603128,2603128,0,201970
603129,2,80,,1603129,2603129,0,201971
603130,2,80,,1603130,2603130,0,201972
603131,2,80,,1603131,2603131,0,201973
603132,2,80,,1603132,2603132,0,201974
603133,2,80,,1603133,2603133,0,201975
603134,2,80,,1603134,2603134,0,201976
603135,2,80,,1603135,2603135,0,201977
603136,2,80,,1603136,2603136,0,201978
603137,2,80,,1603137,2603137,0,201979
603138,2,80,,1603138,2603138,0,201980
603139,2,80,,1603139,2603139,0,201981
603140,2,80,,1603140,2603140,0,201982
603141,2,80,,1603141,2603141,0,201983
603142,2,80,,1603142,2603142,0,201984
603143,2,80,,1603143,2603143,0,201985
603144,2,80,,1603144,2603144,0,201986
603145,2,80,,1603145,2603145,0,201987
603146,2,80,,1603146,2603146,0,201988
603147,2,80,,1603147,2603147,0,201989
603148,2,80,,1603148,2603148,0,201990
603149,2,80,,1603149,2603149,0,201991
603150,2,80,,1603150,2603150,0,201992
603151,2,80,,1603151,2603151,0,201993
603152,2,80,,1603152,2603152,0,201994
603153,2,80,,1603153,2603153,0,201995
603154,2,80,,1603154,2603154,0,201996
603155,2,80,,1603155,2603155,0,201997
603156,2,80,,1603156,2603156,0,201998
603157,2,80,,1603157,2603157,0,201999
603158,2,80,,1603158,2603158,0,202000
603159,2,80,,1603159,2603159,0,202001
603160,2,80,,1603160,2603160,0,202002
603161,2,80,,1603161,2603161,0,202003
603162,2,80,,1603162,2603162,0,202004
603163,2,80,,1603163,2603163,0,202005
603164,2,80,,1603164,2603164,0,202006
603165,2,80,,1603165,2603165,0,202007
603166,2,80,,1603166,2603166,0,202008
603167,2,80,,1603167,2603167,0,202009
603168,2,80,,1603168,2603168,0,202010
603169,2,80,,1603169,2603169,0,202011
603170,2,80,,1603170,2603170,0,202012
603171,2,80,,1603171,2603171,0,202013
603172,2,80,,1603172,2603172,0,202014
603173,2,80,,1603173,2603173,0,202015
603174,2,80,,1603174,2603174,0,202016
603175,2,80,,1603175,2603175,0,202017
603176,2,80,,1603176,2603176,0,202018
603177,2,80,,1603177,2603177,0,202019
603178,2,80,,1603178,2603178,0,202020
603179,2,80,,1603179,2603179,0,202021
603180,2,80,,1603180,2603180,0,202022
603181,2,80,,1603181,2603181,0,202023
603182,2,80,,1603182,2603182,0,202024
603183,2,80,,1603183,2603183,0,202025
603184,2,80,,1603184,2603184,0,202026
603185,2,80,,1603185,2603185,0,202027
603186,2,80,,1603186,2603186,0,202028
603187,2,80,,1603187,2603187,0,202029
603188,2,80,,1603188,2603188,0,202030
603189,2,80,,1603189,2603189,0,202031
603190,2,80,,1603190,2603190,0,202032
603191,2,80,,1603191,2603191,0,202033
603192,2,80,,1603192,2603192,0,202034
603193,2,80,,1603193,2603193,0,202035
603194,2,80,,1603194,2603194,0,202036
603195,2,80,,1603195,2603195,0,202037
603196,2,80,,1603196,2603196,0,202038
603197,2,80,,1603197,2603197,0,202039
603198,2,80,,1603198,2603198,0,202040
603199,2,80,,1603199,2603199,0,202041
603200,2,80,,1603200,2603200,0,202042
603201,2,80,,1603201,2603201,0,202043
603202,2,80,,1603202,2603202,0,202044
603203,2,80,,1603203,2603203,0,202045
603204,2,80,,1603204,2603204,0,202046
603205,2,80,,1603205,2603205,0,202047
603206,2,80,,1603206,2603206,0,202048
603207,2,80,,1603207,2603207,0,202049
603208,2,80,,1603208,2603208,0,202050
603209,2,80,,1603209,2603209,0,202051
603210,2,80,,1603210,2603210,0,202052
603211,2,80,,1603211,2603211,0,202053
603212,2,80,,1603212,2603212,0,202054
603213,2,80,,1603213,2603213,0,202055
603214,2,80,,1603214,2603214,0,202056
603215,2,80,,1603215,2603215,0,202057
603216,2,80,,1603216,2603216,0,202058
603217,2,80,,1603217,2603217,0,202059
603218,2,80,,1603218,2603218,0,202060
603219,2,80,,1603219,2603219,0,202061
603220,2,80,,1603220,2603220,0,202062
603221,2,80,,1603221,2603221,0,202063
603222,2,80,,1603222,2603222,0,202064
603223,2,80,,1603223,2603223,0,202065
603224,2,80,,1603224,2603224,0,202066
603225,2,80,,1603225,2603225,0,202067
603226,2,80,,1603226,2603226,0,202068
603227,2,80,,1603227,2603227,0,202069
603228,2,80,,1603228,2603228,0,202070
603229,2,80,,1603229,2603229,0,202071
603230,2,80,,1603230,2603230,0,202072
603231,2,80,,1603231,2603231,0,202073
603232,2,80,,1603232,2603232,0,202074
603233,2,80,,1603233,2603233,0,202075
603234,2,80,,1603234,2603234,0,202076
603235,2,80,,1603235,2603235,0,202077
603236,2,80,,1603236,2603236,0,202078
603237,2,80,,1603237,2603237,0,202079
603238,2,80,,1603238,2603238,0,202080
603239,2,80,,1603239,2603239,0,202081
603240,2,80,,1603240,2603240,0,202082
603241,2,80,,1603241,2603241,0,202083
603242,2,80,,1603242,2603242,0,202084
603243,2,80,,1603243,2603243,0,202085
603244,2,80,,1603244,2603244,0,202086
603245,2,80,,1603245,2603245,0,202087
603246,2,80,,1603246,2603246,0,202088
603247,2,80,,1603247,2603247,0,202089
603248,2,80,,1603248,2603248,0,202090
603249,2,80,,1603249,2603249,0,202091
603250,2,80,,1603250,2603250,0,202092
603251,2,80,,1603251,2603251,0,202093
603252,2,80,,1603252,2603252,0,202094
603253,2,80,,1603253,2603253,0,202095
603254,2,80,,1603254,2603254,0,202096
603255,2,80,,1603255,2603255,0,202097
603256,2,80,,1603256,2603256,0,202098
603257,2,80,,1603257,2603257,0,202099
603258,2,80,,1603258,2603258,0,202100
603259,2,80,,1603259,2603259,0,202101
603260,2,80,,1603260,2603260,0,202102
603261,2,80,,1603261,2603261,0,202103
603262,2,80,,1603262,2603262,0,202104
603263,2,80,,1603263,2603263,0,202105
603264,2,80,,1603264,2603264,0,202106
603265,2,80,,1603265,2603265,0,202107
603266,2,80,,1603266,2603266,0,202108
603267,2,80,,1603267,2603267,0,202109
603268,2,80,,1603268,2603268,0,202110
603269,2,80,,1603269,2603269,0,202111
603270,2,80,,1603270,2603270,0,202112
603271,2,80,,1603271,2603271,0,202113
603272,2,80,,1603272,2603272,0,202114
603273,2,80,,1603273,2603273,0,202115
603274,2,80,,1603274,2603274,0,202116
603275,2,80,,1603275,2603275,0,202117
603276,2,80,,1603276,2603276,0,202118
603277,2,80,,1603277,2603277,0,202119
603278,2,80,,1603278,2603278,0,202120
603279,2,80,,1603279,2603279,0,202121
603280,2,80,,1603280,2603280,0,202122
603281,2,80,,1603281,2603281,0,202123
603282,2,80,,1603282,2603282,0,202124
603283,2,80,,1603283,2603283,0,202125
603284,2,80,,1603284,2603284,0,202126
603285,2,80,,1603285,2603285,0,202127
603286,2,80,,1603286,2603286,0,202128
603287,2,80,,1603287,2603287,0,202129
603288,2,80,,1603288,2603288,0,202130
603289,2,80,,1603289,2603289,0,202131
603290,2,80,,1603290,2603290,0,202132
603291,2,80,,1603291,2603291,0,202133
603292,2,80,,1603292,2603292,0,202134
603293,2,80,,1603293,2603293,0,202135
603294,2,80,,1603294,2603294,0,202136
603295,2,80,,1603295,2603295,0,202137
603296,2,80,,1603296,2603296,0,202138
603297,2,80,,1603297,2603297,0,202139
603298,2,80,,1603298,2603298,0,202140
603299,2,80,,1603299,2603299,0,202141
603300,2,80,,1603300,2603300,0,202142
603301,2,80,,1603301,2603301,0,202143
603302,2,80,,1603302,2603302,0,202144
603303,2,80,,1603303,2603303,0,202145
603304,2,80,,1603304,2603304,0,202146
603305,2,80,,1603305,2603305,0,202147
603306,2,80,,1603306,2603306,0,202148
603307,2,80,,1603307,2603307,0,202149
603308,2,80,,1603308,2603308,0,202150
603309,2,80,,1603309,2603309,0,202151
603310,2,80,,1603310,2603310,0,202152
603311,2,80,,1603311,2603311,0,202153
603312,2,80,,1603312,2603312,0,202154
603313,2,80,,1603313,2603313,0,202155
603314,2,80,,1603314,2603314,0,202156
603315,2,80,,1603315,2603315,0,202157
603316,2,80,,1603316,2603316,0,202158
603317,2,80,,1603317,2603317,0,202159
603318,2,80,,1603318,2603318,0,202160
603319,2,80,,1603319,2603319,0,202161
603320,2,80,,1603320,2603320,0,202162
603321,2,80,,1603321,2603321,0,202163
603322,2,80,,1603322,2603322,0,202164
603323,2,80,,1603323,2603323,0,202165
603324,2,80,,1603324,2603324,0,202166
603325,2,80,,1603325,2603325,0,202167
603326,2,80,,1603326,2603326,0,202168
603327,2,80,,1603327,2603327,0,202169
603328,2,80,,1603328,2603328,0,202170
603329,2,80,,1603329,2603329,0,202171
603330,2,80,,1603330,2603330,0,202172
603331,2,80,,1603331,2603331,0,202173
603332,2,80,,1603332,2603332,0,202174
603333,2,80,,1603333,2603333,0,202175
603334,2,80,,1603334,2603334,0,202176
603335,2,80,,1603335,2603335,0,202177
603336,2,80,,1603336,2603336,0,202178
603337,2,80,,1603337,2603337,0,202179
603338,2,80,,1603338,2603338,0,202180
603339,2,80,,1603339,2603339,0,202181
603340,2,80,,1603340,2603340,0,202182
603341,2,80,,1603341,2603341,0,202183
603342,2,80,,1603342,2603342,0,202184
603343,2,80,,1603343,2603343,0,202185
603344,2,80,,1603344,2603344,0,202186
603345,2,80,,1603345,2603345,0,202187
603346,2,80,,1603346,2603346,0,202188
603347,2,80,,1603347,2603347,0,202189
603348,2,80,,1603348,2603348,0,202190
603349,2,80,,1603349,2603349,0,202191
603350,2,80,,1603350,2603350,0,202192
603351,2,80,,1603351,2603351,0,202193
603352,2,80,,1603352,2603352,0,202194
603353,2,80,,1603353,2603353,0,202195
603354,2,80,,1603354,2603354,0,202196
603355,2,80,,1603355,2603355,0,202197
603356,2,80,,1603356,2603356,0,202198
603357,2,80,,1603357,2603357,0,202199
603358,2,80,,1603358,2603358,0,202200
603359,2,80,,1603359,2603359,0,202201
603360,2,80,,1603360,2603360,0,202202
603361,2,80,,1603361,2603361,0,202203
603362,2,80,,1603362,2603362,0,202204
603363,2,80,,1603363,2603363,0,202205
603364,2,80,,1603364,2603364,0,202206
603365,2,80,,1603365,2603365,0,202207
603366,2,80,,1603366,2603366,0,202208
603367,2,80,,1603367,2603367,0,202209
603368,2,80,,1603368,2603368,0,202210
603369,2,80,,1603369,2603369,0,202211
603370,2,80,,1603370,2603370,0,202212
603371,2,80,,1603371,2603371,0,202213
603372,2,80,,1603372,2603372,0,202214
603373,2,80,,1603373,2603373,0,202215
603374,2,80,,1603374,2603374,0,202216
603375,2,80,,1603375,2603375,0,202217
603376,2,80,,1603376,2603376,0,202218
603377,2,80,,1603377,2603377,0,202219
603378,2,80,,1603378,2603378,0,202220
603379,2,80,,1603379,2603379,0,202221
603380,2,80,,1603380,2603380,0,202222
603381,2,80,,1603381,2603381,0,202223
603382,2,80,,1603382,2603382,0,202224
603383,2,80,,1603383,2603383,0,202225
603384,2,80,,1603384,2603384,0,202226
603385,2,80,,1603385,2603385,0,202227
603386,2,80,,1603386,2603386,0,202228
603387,2,80,,1603387,2603387,0,202229
603388,2,80,,1603388,2603388,0,202230
603389,2,80,,1603389,2603389,0,202231
603390,2,80,,1603390,2603390,0,202232
603391,2,80,,1603391,2603391,0,202233
603392,2,80,,1603392,2603392,0,202234
603393,2,80,,1603393,2603393,0,202235
603394,2,80,,1603394,2603394,0,202236
603395,2,80,,1603395,2603395,0,202237
603396,2,80,,1603396,2603396,0,202238
603397,2,80,,1603397,2603397,0,202239
603398,2,80,,1603398,2603398,0,202240
603399,2,80,,1603399,2603399,0,202241
603400,2,80,,1603400,2603400,0,202242
603401,2,80,,1603401,2603401,0,202243
603402,2,80,,1603402,2603402,0,202244
603403,2,80,,1603403,2603403,0,202245
603404,2,80,,1603404,2603404,0,202246
603405,2,80,,1603405,2603405,0,202247
603406,2,80,,1603406,2603406,0,202248
603407,2,80,,1603407,2603407,0,202249
603408,2,80,,1603408,2603408,0,202250
603409,2,80,,1603409,2603409,0,202251
603410,2,80,,1603410,2603410,0,202252
603411,2,80,,1603411,2603411,0,202253
603412,2,80,,1603412,2603412,0,202254
603413,2,80,,1603413,2603413,0,202255
603414,2,80,,1603414,2603414,0,202256
603415,2,80,,1603415,2603415,0,202257
603416,2,80,,1603416,2603416,0,202258
603417,2,80,,1603417,2603417,0,202259
603418,2,80,,1603418,2603418,0,202260
603419,2,80,,1603419,2603419,0,202261
603420,2,80,,1603420,2603420,0,202262
603421,2,80,,1603421,2603421,0,202263
603422,2,80,,1603422,2603422,0,202264
603423,2,80,,1603423,2603423,0,202265
603424,2,80,,1603424,2603424,0,202266
603425,2,80,,1603425,2603425,0,202267
603426,2,80,,1603426,2603426,0,202268
603427,2,80,,1603427,2603427,0,202269
603428,2,80,,1603428,2603428,0,202270
603429,2,80,,1603429,2603429,0,202271
603430,2,80,,1603430,2603430,0,202272
603431,2,80,,1603431,2603431,0,202273
603432,2,80,,1603432,2603432,0,202274
603433,2,80,,1603433,2603433,0,202275
603434,2,80,,1603434,2603434,0,202276
603435,2,80,,1603435,2603435,0,202277
603436,2,80,,1603436,2603436,0,202278
603437,2,80,,1603437,2603437,0,202279
603438,2,80,,1603438,2603438,0,202280
603439,2,80,,1603439,2603439,0,202281
603440,2,80,,1603440,2603440,0,202282
603441,2,80,,1603441,2603441,0,202283
603442,2,80,,1603442,2603442,0,202284
603443,2,80,,1603443,2603443,0,202285
603444,2,80,,1603444,2603444,0,202286
603445,2,80,,1603445,2603445,0,202287
603446,2,80,,1603446,2603446,0,202288
603447,2,80,,1603447,2603447,0,202289
603448,2,80,,1603448,2603448,0,202290
603449,2,80,,1603449,2603449,0,202291
603450,2,80,,1603450,2603450,0,202292
603451,2,80,,1603451,2603451,0,202293
603452,2,80,,1603452,2603452,0,202294
603453,2,80,,1603453,2603453,0,202295
603454,2,80,,1603454,2603454,0,202296
603455,2,80,,1603455,2603455,0,202297
603456,2,80,,1603456,2603456,0,202298
603457,2,80,,1603457,2603457,0,202299
603458,2,80,,1603458,2603458,0,202300
603459,2,80,,1603459,2603459,0,202301
603460,2,80,,1603460,2603460,0,202302
603461,2,80,,1603461,2603461,0,202303
603462,2,80,,1603462,2603462,0,202304
603463,2,80,,1603463,2603463,0,202305
603464,2,80,,1603464,2603464,0,202306
603465,2,80,,1603465,2603465,0,202307
603466,2,80,,1603466,2603466,0,202308
603467,2,80,,1603467,2603467,0,202309
603468,2,80,,1603468,2603468,0,202310
603469,2,80,,1603469,2603469,0,202311
603470,2,80,,1603470,2603470,0,202312
603471,2,80,,1603471,2603471,0,202313
603472,2,80,,1603472,2603472,0,202314
603473,2,80,,1603473,2603473,0,202315
603474,2,80,,1603474,2603474,0,202316
603475,2,80,,1603475,2603475,0,202317
603476,2,80,,1603476,2603476,0,202318
603477,2,80,,1603477,2603477,0,202319
603478,2,80,,1603478,2603478,0,202320
603479,2,80,,1603479,2603479,0,202321
603480,2,80,,1603480,2603480,0,202322
603481,2,80,,1603481,2603481,0,202323
603482,2,80,,1603482,2603482,0,202324
603483,2,80,,1603483,2603483,0,202325
603484,2,80,,1603484,2603484,0,202326
603485,2,80,,1603485,2603485,0,202327
603486,2,80,,1603486,2603486,0,202328
603487,2,80,,1603487,2603487,0,202329
603488,2,80,,1603488,2603488,0,202330
603489,2,80,,1603489,2603489,0,202331
603490,2,80,,1603490,2603490,0,202332
603491,2,80,,1603491,2603491,0,202333
603492,2,80,,1603492,2603492,0,202334
603493,2,80,,1603493,2603493,0,202335
603494,2,80,,1603494,2603494,0,202336
603495,2,80,,1603495,2603495,0,202337
603496,2,80,,1603496,2603496,0,202338
603497,2,80,,1603497,2603497,0,202339
603498,2,80,,1603498,2603498,0,202340
603499,2,80,,1603499,2603499,0,202341
603500,2,80,,1603500,2603500,0,202342
603501,2,80,,1603501,2603501,0,202343
603502,2,80,,1603502,2603502,0,202344
603503,2,80,,1603503,2603503,0,202345
603504,2,80,,1603504,2603504,0,202346
603505,2,80,,1603505,2603505,0,202347
603506,2,80,,1603506,2603506,0,202348
603507,2,80,,1603507,2603507,0,202349
603508,2,80,,1603508,2603508,0,202350
603509,2,80,,1603509,2603509,0,202351
603510,2,80,,1603510,2603510,0,202352
603511,2,80,,1603511,2603511,0,202353
603512,2,80,,1603512,2603512,0,202354
603513,2,80,,1603513,2603513,0,202355
603514,2,80,,1603514,2603514,0,202356
603515,2,80,,1603515,2603515,0,202357
603516,2,80,,1603516,2603516,0,202358
603517,2,80,,1603517,2603517,0,202359
603518,2,80,,1603518,2603518,0,202360
603519,2,80,,1603519,2603519,0,202361
603520,2,80,,1603520,2603520,0,202362
603521,2,80,,1603521,2603521,0,202363
603522,2,80,,1603522,2603522,0,202364
603523,2,80,,1603523,2603523,0,202365
603524,2,80,,1603524,2603524,0,202366
603525,2,80,,1603525,2603525,0,202367
603526,2,80,,1603526,2603526,0,202368
603527,2,80,,1603527,2603527,0,202369
603528,2,80,,1603528,2603528,0,202370
603529,2,80,,1603529,2603529,0,202371
603530,2,80,,1603530,2603530,0,202372
603531,2,80,,1603531,2603531,0,202373
603532,2,80,,1603532,2603532,0,202374
603533,2,80,,1603533,2603533,0,202375
603534,2,80,,1603534,2603534,0,202376
603535,2,80,,1603535,2603535,0,202377
603536,2,80,,1603536,2603536,0,202378
603537,2,80,,1603537,2603537,0,202379
603538,2,80,,1603538,2603538,0,202380
603539,2,80,,1603539,2603539,0,202381
603540,2,80,,1603540,2603540,0,202382
603541,2,80,,1603541,2603541,0,202383
603542,2,80,,1603542,2603542,0,202384
603543,2,80,,1603543,2603543,0,202385
603544,2,80,,1603544,2603544,0,202386
603545,2,80,,1603545,2603545,0,202387
603546,2,80,,1603546,2603546,0,202388
603547,2,80,,1603547,2603547,0,202389
603548,2,80,,1603548,2603548,0,202390
603549,2,80,,1603549,2603549,0,202391
603550,2,80,,1603550,2603550,0,202392
603551,2,80,,1603551,2603551,0,202393
603552,2,80,,1603552,2603552,0,202394
603553,2,80,,1603553,2603553,0,202395
603554,2,80,,1603554,2603554,0,202396
603555,2,80,,1603555,2603555,0,202397
603556,2,80,,1603556,2603556,0,202398
603557,2,80,,1603557,2603557,0,202399
